
--------------------------------------------------------------
*** Drop tables ***
Dropped 6 tables.

--------------------------------------------------------------

--------------------------------------------------------------
*** Create tables ***
Created 6 tables.

--------------------------------------------------------------

--------------------------------------------------------------
*** Insert Participants ***
1000 participants were inserted.

--------------------------------------------------------------

--------------------------------------------------------------
*** Insert Passengers ***
700 passengers were inserted.

--------------------------------------------------------------

--------------------------------------------------------------
*** Insert Drivers ***
400 drivers were inserted.

--------------------------------------------------------------

--------------------------------------------------------------
*** Insert Cars ***
601 cars were inserted.

--------------------------------------------------------------

--------------------------------------------------------------
*** Insert Trips ***
1698 trips were inserted.

--------------------------------------------------------------

--------------------------------------------------------------
*** Insert Bookings ***
2125 bookings were inserted.

--------------------------------------------------------------

--------------------------------------------------------------
*** Find participants who are both passengers and drivers ***
Participant{PIN=106828, p_name='Jane Johnson', age=35}
CityAndAverageDriverRating{destination_city='Los Angeles', average_rating_of_drivers=2.994}
CityAndAverageDriverRating{destination_city='New York', average_rating_of_drivers=2.940}
CityAndAverageDriverRating{destination_city='Philadelphia', average_rating_of_drivers=3.033}
CityAndAverageDriverRating{destination_city='Phoenix', average_rating_of_drivers=3.036}
CityAndAverageDriverRating{destination_city='San Antonio', average_rating_of_drivers=2.958}
CityAndAverageDriverRating{destination_city='San Diego', average_rating_of_drivers=3.075}
CityAndAverageDriverRating{destination_city='San Jose', average_rating_of_drivers=2.996}
CityAndAverageDriverRating{destination_city='Seattle', average_rating_of_drivers=2.100}

--------------------------------------------------------------

--------------------------------------------------------------
*** Find Total Number of Bookings of Passengers for Each Membership Status ***
MembershipStatusAndTotalBookings{membership_status='Bronze', total_number_of_bookings=587}
MembershipStatusAndTotalBookings{membership_status='Gold', total_number_of_bookings=579}
MembershipStatusAndTotalBookings{membership_status='None', total_number_of_bookings=479}
MembershipStatusAndTotalBookings{membership_status='Silver', total_number_of_bookings=480}

--------------------------------------------------------------

--------------------------------------------------------------
*** Update drivers' ratings where the rating is smaller than or equal to 2.0 ***
Number of rows updated: 73.

--------------------------------------------------------------

--------------------------------------------------------------
*** Testing 5.16: All Drivers after Updating the Ratings ***
Driver{PIN=102417, rating=2.6}
Driver{PIN=104016, rating=3.2}
Driver{PIN=106828, rating=3.5}
Driver{PIN=106866, rating=4.4}
Driver{PIN=108749, rating=2.5}
Driver{PIN=112592, rating=3.2}
Driver{PIN=114893, rating=2.6}
Driver{PIN=118093, rating=2.6}
Driver{PIN=118707, rating=3.9}
Driver{PIN=122454, rating=2.5}
Driver{PIN=123700, rating=2.2}
Driver{PIN=125608, rating=3.0}
Driver{PIN=137381, rating=4.0}
Driver{PIN=138373, rating=2.2}
Driver{PIN=140330, rating=3.0}
Driver{PIN=140624, rating=4.8}
Driver{PIN=145785, rating=2.5}
Driver{PIN=146019, rating=4.6}
Driver{PIN=152315, rating=4.0}
Driver{PIN=152351, rating=4.9}
Driver{PIN=153262, rating=2.9}
Driver{PIN=154144, rating=1.9}
Driver{PIN=162026, rating=3.9}
Driver{PIN=164932, rating=1.6}
Driver{PIN=165640, rating=4.8}
Driver{PIN=166188, rating=4.0}
Driver{PIN=178677, rating=3.3}
Driver{PIN=181885, rating=1.8}
Driver{PIN=183118, rating=3.7}
Driver{PIN=183170, rating=4.5}
Driver{PIN=185413, rating=1.7}
Driver{PIN=191549, rating=2.8}
Driver{PIN=194960, rating=2.2}
Driver{PIN=195102, rating=2.5}
Driver{PIN=200880, rating=4.4}
Driver{PIN=201871, rating=4.7}
Driver{PIN=203509, rating=2.3}
Driver{PIN=206720, rating=3.2}
Driver{PIN=208534, rating=2.8}
Driver{PIN=209601, rating=4.0}
Driver{PIN=211085, rating=2.4}
Driver{PIN=213146, rating=3.6}
Driver{PIN=213573, rating=2.4}
Driver{PIN=218523, rating=4.9}
Driver{PIN=220505, rating=5.0}
Driver{PIN=220778, rating=3.8}
Driver{PIN=222143, rating=2.4}
Driver{PIN=222596, rating=3.2}
Driver{PIN=222784, rating=2.3}
Driver{PIN=230568, rating=3.3}
Driver{PIN=242535, rating=2.7}
Driver{PIN=242780, rating=4.1}
Driver{PIN=242981, rating=4.7}
Driver{PIN=243534, rating=3.5}
Driver{PIN=247760, rating=4.6}
Driver{PIN=250972, rating=2.3}
Driver{PIN=251498, rating=4.7}
Driver{PIN=254385, rating=4.0}
Driver{PIN=258332, rating=4.3}
Driver{PIN=259898, rating=5.0}
Driver{PIN=261055, rating=2.5}
Driver{PIN=273680, rating=2.4}
Driver{PIN=276685, rating=4.9}
Driver{PIN=278730, rating=1.8}
Driver{PIN=282229, rating=3.3}
Driver{PIN=287736, rating=1.9}
Driver{PIN=288644, rating=4.5}
Driver{PIN=289112, rating=3.9}
Driver{PIN=290059, rating=2.1}
Driver{PIN=293970, rating=2.4}
Driver{PIN=294348, rating=4.4}
Driver{PIN=296911, rating=4.3}
Driver{PIN=298450, rating=1.7}
Driver{PIN=302331, rating=2.1}
Driver{PIN=311955, rating=2.2}
Driver{PIN=312575, rating=2.1}
Driver{PIN=316310, rating=1.8}
Driver{PIN=317016, rating=3.5}
Driver{PIN=322938, rating=4.4}
Driver{PIN=329823, rating=2.2}
Driver{PIN=339760, rating=4.6}
Driver{PIN=343348, rating=2.1}
Driver{PIN=348761, rating=4.2}
Driver{PIN=354495, rating=3.7}
Driver{PIN=355119, rating=3.9}
Driver{PIN=357141, rating=3.2}
Driver{PIN=361398, rating=4.1}
Driver{PIN=365065, rating=2.3}
Driver{PIN=367280, rating=2.1}
Driver{PIN=385993, rating=4.2}
Driver{PIN=386808, rating=3.1}
Driver{PIN=388267, rating=4.7}
Driver{PIN=396496, rating=2.6}
Driver{PIN=398218, rating=2.1}
Driver{PIN=399379, rating=3.6}
Driver{PIN=401651, rating=2.4}
Driver{PIN=403278, rating=3.8}
Driver{PIN=403340, rating=3.9}
Driver{PIN=403642, rating=2.1}
Driver{PIN=404937, rating=3.2}
Driver{PIN=405266, rating=2.3}
Driver{PIN=405487, rating=3.8}
Driver{PIN=407189, rating=4.5}
Driver{PIN=409351, rating=1.6}
Driver{PIN=410678, rating=3.3}
Driver{PIN=416366, rating=2.3}
Driver{PIN=423240, rating=4.0}
Driver{PIN=428941, rating=3.5}
Driver{PIN=439334, rating=2.8}
Driver{PIN=458434, rating=2.1}
Driver{PIN=463237, rating=1.7}
Driver{PIN=464159, rating=2.5}
Driver{PIN=464918, rating=1.7}
Driver{PIN=468143, rating=3.7}
Driver{PIN=470266, rating=4.2}
Driver{PIN=471731, rating=2.0}
Driver{PIN=471871, rating=2.6}
Driver{PIN=476570, rating=2.3}
Driver{PIN=480587, rating=1.9}
Driver{PIN=480613, rating=3.7}
Driver{PIN=484503, rating=2.6}
Driver{PIN=485825, rating=4.5}
Driver{PIN=487434, rating=3.1}
Driver{PIN=488137, rating=2.1}
Driver{PIN=488597, rating=4.5}
Driver{PIN=496960, rating=4.7}
Driver{PIN=499815, rating=3.8}
Driver{PIN=500901, rating=3.3}
Driver{PIN=504636, rating=3.4}
Driver{PIN=505196, rating=4.6}
Driver{PIN=514372, rating=2.7}
Driver{PIN=519519, rating=2.2}
Driver{PIN=519660, rating=2.2}
Driver{PIN=520394, rating=2.5}
Driver{PIN=523749, rating=4.6}
Driver{PIN=525394, rating=2.4}
Driver{PIN=527054, rating=4.7}
Driver{PIN=528384, rating=4.8}
Driver{PIN=530722, rating=2.1}
Driver{PIN=531559, rating=2.8}
Driver{PIN=532390, rating=2.9}
Driver{PIN=533162, rating=3.7}
Driver{PIN=533177, rating=4.1}
Driver{PIN=533362, rating=4.1}
Driver{PIN=533507, rating=4.4}
Driver{PIN=535667, rating=2.2}
Driver{PIN=540112, rating=1.7}
Driver{PIN=542577, rating=4.7}
Driver{PIN=543810, rating=3.2}
Driver{PIN=549063, rating=2.1}
Driver{PIN=550501, rating=2.6}
Driver{PIN=553325, rating=4.3}
Driver{PIN=556082, rating=4.9}
Driver{PIN=557115, rating=2.4}
Driver{PIN=557890, rating=2.7}
Driver{PIN=558804, rating=3.5}
Driver{PIN=559850, rating=2.1}
Driver{PIN=561814, rating=1.7}
Driver{PIN=561831, rating=3.1}
Driver{PIN=561922, rating=2.1}
Driver{PIN=564189, rating=5.0}
Driver{PIN=566475, rating=3.3}
Driver{PIN=567170, rating=2.0}
Driver{PIN=569528, rating=4.6}
Driver{PIN=573997, rating=2.5}
Driver{PIN=574367, rating=2.5}
Driver{PIN=583515, rating=2.5}
Driver{PIN=583913, rating=4.0}
Driver{PIN=604517, rating=1.7}
Driver{PIN=607121, rating=3.5}
Driver{PIN=608200, rating=4.5}
Driver{PIN=612078, rating=4.7}
Driver{PIN=612096, rating=3.9}
Driver{PIN=613818, rating=2.1}
Driver{PIN=621215, rating=1.6}
Driver{PIN=621223, rating=4.2}
Driver{PIN=631704, rating=2.1}
Driver{PIN=635323, rating=3.6}
Driver{PIN=636748, rating=2.1}
Driver{PIN=643541, rating=2.3}
Driver{PIN=646074, rating=4.6}
Driver{PIN=648910, rating=4.0}
Driver{PIN=650883, rating=2.1}
Driver{PIN=650992, rating=3.1}
Driver{PIN=657186, rating=3.4}
Driver{PIN=658558, rating=3.6}
Driver{PIN=658572, rating=3.8}
Driver{PIN=660921, rating=4.5}
Driver{PIN=661428, rating=2.9}
Driver{PIN=667706, rating=5.0}
Driver{PIN=668702, rating=1.6}
Driver{PIN=671232, rating=3.5}
Driver{PIN=671290, rating=4.9}
Driver{PIN=684888, rating=2.4}
Driver{PIN=685822, rating=1.6}
Driver{PIN=690761, rating=2.4}
Driver{PIN=696403, rating=2.8}
Driver{PIN=697726, rating=1.9}
Driver{PIN=698922, rating=2.9}
Driver{PIN=704380, rating=4.2}
Driver{PIN=713660, rating=2.3}
Driver{PIN=714073, rating=4.7}
Driver{PIN=715140, rating=4.2}
Driver{PIN=720112, rating=4.2}
Driver{PIN=722335, rating=4.0}
Driver{PIN=723263, rating=2.1}
Driver{PIN=727972, rating=3.8}
Driver{PIN=729783, rating=3.8}
Driver{PIN=732868, rating=2.8}
Driver{PIN=733252, rating=4.3}
Driver{PIN=737377, rating=4.5}
Driver{PIN=740161, rating=2.7}
Driver{PIN=741974, rating=2.7}
Driver{PIN=742007, rating=3.8}
Driver{PIN=755213, rating=2.2}
Driver{PIN=759014, rating=2.6}
Driver{PIN=764676, rating=3.1}
Driver{PIN=767850, rating=4.2}
Driver{PIN=768308, rating=1.8}
Driver{PIN=775938, rating=3.6}
Driver{PIN=776956, rating=2.1}
Driver{PIN=778829, rating=4.8}
Driver{PIN=796988, rating=3.9}
Driver{PIN=801474, rating=4.0}
Driver{PIN=804097, rating=2.3}
Driver{PIN=806324, rating=3.5}
Driver{PIN=807014, rating=2.5}
Driver{PIN=807476, rating=4.0}
Driver{PIN=807640, rating=2.8}
Driver{PIN=811497, rating=2.5}
Driver{PIN=814756, rating=2.4}
Driver{PIN=814792, rating=2.3}
Driver{PIN=815745, rating=2.6}
Driver{PIN=819670, rating=2.7}
Driver{PIN=821901, rating=2.5}
Driver{PIN=824681, rating=2.2}
Driver{PIN=828342, rating=3.5}
Driver{PIN=829221, rating=3.4}
Driver{PIN=830388, rating=1.5}
Driver{PIN=837953, rating=3.9}
Driver{PIN=838323, rating=3.7}
Driver{PIN=845722, rating=4.7}
Driver{PIN=846887, rating=3.1}
Driver{PIN=850420, rating=1.9}
Driver{PIN=856289, rating=3.6}
Driver{PIN=858979, rating=4.2}
Driver{PIN=859018, rating=2.4}
Driver{PIN=863264, rating=2.2}
Driver{PIN=864177, rating=1.9}
Driver{PIN=867311, rating=2.1}
Driver{PIN=870728, rating=4.5}
Driver{PIN=873341, rating=2.4}
Driver{PIN=879155, rating=2.4}
Driver{PIN=884288, rating=3.3}
Driver{PIN=887923, rating=3.3}
Driver{PIN=890447, rating=4.2}
Driver{PIN=895791, rating=2.9}
Driver{PIN=896399, rating=3.7}
Driver{PIN=899814, rating=3.3}
Driver{PIN=901630, rating=4.0}
Driver{PIN=904986, rating=2.2}
Driver{PIN=909029, rating=1.8}
Driver{PIN=912575, rating=1.7}
Driver{PIN=914736, rating=3.5}
Driver{PIN=918855, rating=2.5}
Driver{PIN=920606, rating=3.1}
Driver{PIN=922063, rating=1.6}
Driver{PIN=922533, rating=2.1}
Driver{PIN=926021, rating=3.1}
Driver{PIN=933286, rating=2.3}
Driver{PIN=933675, rating=2.1}
Driver{PIN=934991, rating=2.6}
Driver{PIN=937920, rating=3.2}
Driver{PIN=939136, rating=3.0}
Driver{PIN=941516, rating=3.8}
Driver{PIN=942039, rating=1.8}
Driver{PIN=946780, rating=2.6}
Driver{PIN=950080, rating=1.8}
Driver{PIN=956258, rating=2.5}
Driver{PIN=957048, rating=2.9}
Driver{PIN=961151, rating=2.0}
Driver{PIN=961202, rating=3.4}
Driver{PIN=962271, rating=2.4}
Driver{PIN=971204, rating=2.8}
Driver{PIN=972499, rating=4.0}
Driver{PIN=973273, rating=4.3}
Driver{PIN=975224, rating=4.9}
Driver{PIN=981431, rating=3.0}
Driver{PIN=982810, rating=2.1}
Driver{PIN=984108, rating=4.3}
Driver{PIN=987961, rating=2.9}
Driver{PIN=991087, rating=3.8}
Driver{PIN=991173, rating=4.1}
Driver{PIN=992701, rating=4.9}
Driver{PIN=997594, rating=2.2}

--------------------------------------------------------------

--------------------------------------------------------------
*** Find trips departing from the city: New York ***
No trips found departing from New York

--------------------------------------------------------------

--------------------------------------------------------------
*** Find all trips that have never been booked ***
No trips without bookings found.

--------------------------------------------------------------

--------------------------------------------------------------
*** Find the most booked trips per driver ***
No trips found.

--------------------------------------------------------------

--------------------------------------------------------------
*** Find Full Cars ***
No full cars found.

--------------------------------------------------------------
